iter	Logloss
986	0.07785651495
987	0.07772820119
988	0.07759856165
989	0.07753064044
990	0.07740011745
991	0.07727652799
992	0.07715556492
993	0.07699611169
994	0.07685604329
995	0.07669030802
996	0.07657482654
997	0.07642733823
998	0.07636959298
999	0.07625754048
